chr	start	end
chr1	38190000	38200000
chr1	38200000	38210000
chr1	38210000	38220000
chr1	38320000	38330000
chr1	38330000	38340000
chr1	38620000	38630000
chr1	38830000	38840000
chr1	38840000	38850000
chr1	38850000	38860000
chr1	38890000	38900000
chr1	38980000	38990000
chr1	39020000	39030000
chr1	39190000	39200000
chr1	39360000	39370000
chr1	39450000	39460000
chr1	39470000	39480000
chr1	39530000	39540000
chr1	39570000	39580000
chr1	39650000	39660000
chr1	39720000	39730000
chr1	39760000	39770000
chr1	39860000	39870000
chr1	39870000	39880000
chr1	39900000	39910000
chr1	39930000	39940000
chr1	40080000	40090000
chr1	40260000	40270000
chr1	40600000	40610000
chr1	40680000	40690000
chr1	40790000	40800000
chr1	41150000	41160000
chr1	41550000	41560000
chr1	42220000	42230000
chr1	42230000	42240000
chr1	42530000	42540000
chr1	42680000	42690000
chr1	42690000	42700000
chr1	42710000	42720000
chr1	42850000	42860000
chr1	42950000	42960000
chr1	43090000	43100000
chr1	43160000	43170000
chr1	43440000	43450000
chr1	43460000	43470000
chr1	43560000	43570000
chr1	43820000	43830000
chr1	43880000	43890000
chr1	43890000	43900000
chr1	43930000	43940000
chr1	44040000	44050000
chr1	44100000	44110000
chr1	44110000	44120000
chr1	44120000	44130000
chr1	44140000	44150000
chr1	44190000	44200000
chr1	44550000	44560000
chr1	45500000	45510000
chr1	45730000	45740000
chr1	45790000	45800000
chr1	45920000	45930000
chr1	46060000	46070000
chr1	46850000	46860000
chr1	50920000	50930000
chr1	51330000	51340000
chr1	51470000	51480000
chr1	51910000	51920000
chr1	52110000	52120000
chr1	52120000	52130000
chr1	52230000	52240000
chr1	52490000	52500000
chr1	52500000	52510000
chr1	52590000	52600000
chr1	52630000	52640000
chr1	52720000	52730000
chr1	52810000	52820000
chr1	52840000	52850000
chr1	52950000	52960000
chr1	53290000	53300000
chr1	53310000	53320000
chr1	53350000	53360000
chr1	53700000	53710000
chr1	53780000	53790000
chr1	54190000	54200000
chr1	54250000	54260000
chr1	54430000	54440000
chr1	54550000	54560000
chr1	54920000	54930000
chr1	55020000	55030000
chr1	55050000	55060000
chr1	55080000	55090000
chr1	55130000	55140000
chr1	55170000	55180000
chr1	55200000	55210000
chr1	55220000	55230000
chr1	55230000	55240000
chr1	55360000	55370000
chr1	55400000	55410000
chr1	55660000	55670000
chr1	56970000	56980000
chr1	57220000	57230000
chr1	57370000	57380000
chr1	57400000	57410000
chr1	57430000	57440000
chr1	57770000	57780000
chr1	57960000	57970000
chr1	57970000	57980000
chr1	57990000	58000000
chr1	58020000	58030000
chr1	58030000	58040000
chr1	58110000	58120000
chr1	58140000	58150000
chr1	58330000	58340000
chr1	58390000	58400000
chr1	58420000	58430000
chr1	58440000	58450000
chr1	58500000	58510000
chr1	58580000	58590000
chr1	58620000	58630000
chr1	58650000	58660000
chr1	58710000	58720000
chr1	58790000	58800000
chr1	58970000	58980000
chr1	59110000	59120000
chr1	59120000	59130000
chr1	59220000	59230000
chr1	59230000	59240000
chr1	59250000	59260000
chr1	59310000	59320000
chr1	59340000	59350000
chr1	59480000	59490000
chr1	59580000	59590000
chr1	59660000	59670000
chr1	59670000	59680000
chr1	59680000	59690000
chr1	59760000	59770000
chr1	59820000	59830000
chr1	59910000	59920000
chr1	60040000	60050000
chr1	60090000	60100000
chr1	60170000	60180000
chr1	60180000	60190000
chr1	60340000	60350000
chr1	60400000	60410000
chr1	60410000	60420000
chr1	60560000	60570000
chr1	60660000	60670000
chr1	60860000	60870000
chr1	61350000	61360000
chr1	61630000	61640000
chr1	62700000	62710000
chr1	62770000	62780000
chr1	63110000	63120000
chr1	63170000	63180000
chr1	63270000	63280000
chr1	63430000	63440000
chr1	63440000	63450000
chr1	63450000	63460000
chr1	63660000	63670000
chr1	63730000	63740000
chr1	64020000	64030000
chr1	64070000	64080000
chr1	64080000	64090000
chr1	64110000	64120000
chr1	64120000	64130000
chr1	64220000	64230000
chr1	64530000	64540000
chr1	64610000	64620000
chr1	64690000	64700000
chr1	64730000	64740000
chr1	64910000	64920000
chr1	64950000	64960000
chr1	65110000	65120000
chr1	65120000	65130000
chr1	65170000	65180000
chr1	65180000	65190000
chr1	65310000	65320000
chr1	66170000	66180000
chr1	66270000	66280000
chr1	66320000	66330000
chr1	66380000	66390000
chr1	66460000	66470000
chr1	66700000	66710000
chr1	66810000	66820000
chr1	66860000	66870000
chr1	67030000	67040000
chr1	68040000	68050000
chr1	69100000	69110000
chr1	69240000	69250000
chr1	69590000	69600000
chr1	69680000	69690000
chr1	69750000	69760000
chr1	69790000	69800000
chr1	71100000	71110000
chr1	71550000	71560000
chr1	71650000	71660000
chr1	72120000	72130000
chr1	72210000	72220000
chr1	72220000	72230000
chr1	72230000	72240000
chr1	72240000	72250000
chr1	72250000	72260000
chr1	72280000	72290000
chr1	72300000	72310000
chr1	72530000	72540000
chr1	72580000	72590000
chr1	72640000	72650000
chr1	72710000	72720000
chr1	72820000	72830000
chr1	72870000	72880000
chr1	73820000	73830000
chr1	73960000	73970000
chr1	74030000	74040000
chr1	74090000	74100000
chr1	74120000	74130000
chr1	74230000	74240000
chr1	74280000	74290000
chr1	74290000	74300000
chr1	74300000	74310000
chr1	74330000	74340000
chr1	74360000	74370000
chr1	74380000	74390000
chr1	74390000	74400000
chr1	74500000	74510000
chr1	74540000	74550000
chr1	74580000	74590000
chr1	74600000	74610000
chr1	74660000	74670000
chr1	74710000	74720000
chr1	74770000	74780000
chr1	74780000	74790000
chr1	74790000	74800000
chr1	74800000	74810000
chr1	74810000	74820000
chr1	74850000	74860000
chr1	74880000	74890000
chr1	74890000	74900000
chr1	74900000	74910000
chr1	74930000	74940000
chr1	74940000	74950000
chr1	74950000	74960000
chr1	75120000	75130000
chr1	75140000	75150000
chr1	75160000	75170000
chr1	75170000	75180000
chr1	75180000	75190000
chr1	75190000	75200000
chr1	75210000	75220000
chr1	75220000	75230000
chr1	75230000	75240000
chr1	75250000	75260000
chr1	75260000	75270000
chr1	75270000	75280000
chr1	75310000	75320000
chr1	75340000	75350000
chr1	75360000	75370000
chr1	75370000	75380000
chr1	75380000	75390000
chr1	75420000	75430000
chr1	75430000	75440000
chr1	75440000	75450000
chr1	75450000	75460000
chr1	75470000	75480000
chr1	75480000	75490000
chr1	75500000	75510000
chr1	75520000	75530000
chr1	75540000	75550000
chr1	75650000	75660000
chr1	75820000	75830000
chr1	76000000	76010000
chr1	76770000	76780000
chr1	76860000	76870000
chr1	77510000	77520000
chr1	78180000	78190000
chr1	78190000	78200000
chr1	78200000	78210000
chr1	78210000	78220000
chr1	78300000	78310000
chr1	78310000	78320000
chr1	78370000	78380000
chr1	78480000	78490000
chr1	78530000	78540000
chr1	78650000	78660000
chr1	78720000	78730000
chr1	79430000	79440000
chr1	79440000	79450000
chr1	79450000	79460000
chr1	79580000	79590000
chr1	79670000	79680000
chr1	79760000	79770000
chr1	79770000	79780000
chr1	79850000	79860000
chr1	80330000	80340000
chr1	80340000	80350000
chr1	80700000	80710000
chr1	80750000	80760000
chr1	81070000	81080000
chr1	81590000	81600000
chr1	82280000	82290000
chr1	82290000	82300000
chr1	82310000	82320000
chr1	82580000	82590000
chr1	82630000	82640000
chr1	82640000	82650000
chr1	82720000	82730000
chr1	82830000	82840000
chr1	82840000	82850000
chr1	83030000	83040000
chr1	83150000	83160000
chr1	83160000	83170000
chr1	83400000	83410000
chr1	84280000	84290000
chr1	84610000	84620000
chr1	84690000	84700000
chr1	84700000	84710000
chr1	84710000	84720000
chr1	84830000	84840000
chr1	84840000	84850000
chr1	84930000	84940000
chr1	85700000	85710000
chr1	85790000	85800000
chr1	85890000	85900000
chr1	86010000	86020000
chr1	86040000	86050000
chr1	86050000	86060000
chr1	86060000	86070000
chr1	86150000	86160000
chr1	86300000	86310000
chr1	86350000	86360000
chr1	86360000	86370000
chr1	86430000	86440000
chr1	86440000	86450000
chr1	86470000	86480000
chr1	86480000	86490000
chr1	86500000	86510000
chr1	86520000	86530000
chr1	86580000	86590000
chr1	86660000	86670000
chr1	86670000	86680000
chr1	86700000	86710000
chr1	87180000	87190000
chr1	87210000	87220000
chr1	87260000	87270000
chr1	87320000	87330000
chr1	87470000	87480000
chr1	87500000	87510000
chr1	87510000	87520000
chr1	87600000	87610000
chr1	87750000	87760000
chr1	87850000	87860000
chr1	88000000	88010000
chr1	88200000	88210000
chr1	88270000	88280000
chr1	88700000	88710000
chr1	89060000	89070000
chr1	89070000	89080000
chr1	89300000	89310000
chr1	89450000	89460000
chr1	89500000	89510000
chr1	89520000	89530000
chr1	89580000	89590000
chr1	89590000	89600000
chr1	89600000	89610000
chr1	89940000	89950000
chr1	89960000	89970000
chr1	90200000	90210000
chr1	90480000	90490000
chr1	90600000	90610000
chr1	90990000	91000000
chr1	91050000	91060000
chr1	91170000	91180000
chr1	91180000	91190000
chr1	91240000	91250000
chr1	91250000	91260000
chr1	91290000	91300000
chr1	91340000	91350000
chr1	91390000	91400000
chr1	91400000	91410000
chr1	91410000	91420000
chr1	91450000	91460000
chr1	91460000	91470000
chr1	91490000	91500000
chr1	91530000	91540000
chr1	91540000	91550000
chr1	92170000	92180000
chr1	92180000	92190000
chr1	92190000	92200000
chr1	92370000	92380000
chr1	92470000	92480000
chr1	92520000	92530000
chr1	92640000	92650000
chr1	92830000	92840000
chr1	92870000	92880000
chr1	92900000	92910000
chr1	92910000	92920000
chr1	92930000	92940000
chr1	93080000	93090000
chr1	93100000	93110000
chr1	93110000	93120000
chr1	93230000	93240000
chr1	93300000	93310000
chr1	93340000	93350000
chr1	93440000	93450000
chr1	93470000	93480000
chr1	93510000	93520000
chr1	93630000	93640000
chr1	93660000	93670000
chr1	93680000	93690000
chr1	93730000	93740000
chr1	93750000	93760000
chr1	93800000	93810000
chr1	93820000	93830000
chr1	94030000	94040000
chr1	95310000	95320000
chr1	95660000	95670000
chr1	96870000	96880000
chr1	97660000	97670000
chr1	97760000	97770000
chr1	97770000	97780000
chr1	97970000	97980000
chr1	98090000	98100000
chr1	99770000	99780000
chr1	100230000	100240000
chr1	100780000	100790000
chr1	104290000	104300000
chr1	104760000	104770000
chr1	105350000	105360000
chr1	105660000	105670000
chr1	105780000	105790000
chr1	105840000	105850000
chr1	105980000	105990000
chr1	105990000	106000000
chr1	106040000	106050000
chr1	106070000	106080000
chr1	106170000	106180000
chr1	106710000	106720000
chr1	106750000	106760000
chr1	106760000	106770000
chr1	106790000	106800000
chr1	107580000	107590000
chr1	107590000	107600000
chr1	109980000	109990000
chr1	111860000	111870000
chr1	112410000	112420000
chr1	115680000	115690000
chr1	118310000	118320000
chr1	118320000	118330000
chr1	118380000	118390000
chr1	118390000	118400000
chr1	118450000	118460000
chr1	118460000	118470000
chr1	118620000	118630000
chr1	119040000	119050000
chr1	119050000	119060000
chr1	119420000	119430000
chr1	119500000	119510000
chr1	119520000	119530000
chr1	119640000	119650000
chr1	119830000	119840000
chr1	119910000	119920000
chr1	120070000	120080000
chr1	120120000	120130000
chr1	120260000	120270000
chr1	120590000	120600000
chr1	120600000	120610000
chr1	121320000	121330000
chr1	121430000	121440000
chr1	121510000	121520000
chr1	121560000	121570000
chr1	124040000	124050000
chr1	125430000	125440000
chr1	125550000	125560000
chr1	125560000	125570000
chr1	125910000	125920000
chr1	126490000	126500000
chr1	126730000	126740000
chr1	126820000	126830000
chr1	126830000	126840000
chr1	126930000	126940000
chr1	126940000	126950000
chr1	127200000	127210000
chr1	127540000	127550000
chr1	127670000	127680000
chr1	127770000	127780000
chr1	127860000	127870000
chr1	127980000	127990000
chr1	127990000	128000000
chr1	128100000	128110000
chr1	128240000	128250000
chr1	128300000	128310000
chr1	128350000	128360000
chr1	128360000	128370000
chr1	128410000	128420000
chr1	128450000	128460000
chr1	128590000	128600000
chr1	128830000	128840000
chr1	129270000	129280000
chr1	130460000	130470000
chr1	130710000	130720000
chr1	130870000	130880000
chr1	131090000	131100000
chr1	131130000	131140000
chr1	131150000	131160000
chr1	131240000	131250000
chr1	131520000	131530000
chr1	131540000	131550000
chr1	131650000	131660000
chr1	131820000	131830000
chr1	131860000	131870000
chr1	131910000	131920000
chr1	131960000	131970000
chr1	132000000	132010000
chr1	132060000	132070000
chr1	132130000	132140000
chr1	132150000	132160000
chr1	132190000	132200000
chr1	132200000	132210000
chr1	132210000	132220000
chr1	132290000	132300000
chr1	132310000	132320000
chr1	132380000	132390000
chr1	132390000	132400000
chr1	132410000	132420000
chr1	132470000	132480000
chr1	132540000	132550000
chr1	132560000	132570000
chr1	132570000	132580000
chr1	132730000	132740000
chr1	132740000	132750000
chr1	132750000	132760000
chr1	132880000	132890000
chr1	133020000	133030000
chr1	133030000	133040000
chr1	133040000	133050000
chr1	133130000	133140000
chr1	133160000	133170000
chr1	133180000	133190000
chr1	133250000	133260000
chr1	133360000	133370000
chr1	133420000	133430000
chr1	133600000	133610000
chr1	133610000	133620000
chr1	133660000	133670000
chr1	133790000	133800000
chr1	133800000	133810000
chr1	133850000	133860000
chr1	133880000	133890000
chr1	133900000	133910000
chr1	133970000	133980000
chr1	134060000	134070000
chr1	134070000	134080000
chr1	134080000	134090000
chr1	134090000	134100000
chr1	134200000	134210000
chr1	134230000	134240000
chr1	134240000	134250000
chr1	134290000	134300000
chr1	134330000	134340000
chr1	134340000	134350000
chr1	134360000	134370000
chr1	134380000	134390000
chr1	134400000	134410000
chr1	134410000	134420000
chr1	134450000	134460000
chr1	134490000	134500000
chr1	134510000	134520000
chr1	134550000	134560000
chr1	134560000	134570000
chr1	134640000	134650000
chr1	134700000	134710000
chr1	134710000	134720000
chr1	134730000	134740000
chr1	134950000	134960000
chr1	134960000	134970000
chr1	134980000	134990000
chr1	135140000	135150000
chr1	135150000	135160000
chr1	135160000	135170000
chr1	135240000	135250000
chr1	135250000	135260000
chr1	135280000	135290000
chr1	135310000	135320000
chr1	135360000	135370000
chr1	135370000	135380000
chr1	135420000	135430000
chr1	135430000	135440000
chr1	135510000	135520000
chr1	135580000	135590000
chr1	135600000	135610000
chr1	135610000	135620000
chr1	135680000	135690000
chr1	135690000	135700000
chr1	135720000	135730000
chr1	135760000	135770000
chr1	135810000	135820000
chr1	136000000	136010000
chr1	136010000	136020000
chr1	136050000	136060000
chr1	136130000	136140000
chr1	136140000	136150000
chr1	136230000	136240000
chr1	136250000	136260000
chr1	136260000	136270000
chr1	136340000	136350000
chr1	136410000	136420000
chr1	136460000	136470000
chr1	136620000	136630000
chr1	136780000	136790000
chr1	136940000	136950000
chr1	137220000	137230000
chr1	137330000	137340000
chr1	137650000	137660000
chr1	137890000	137900000
chr1	137900000	137910000
chr1	138130000	138140000
chr1	138610000	138620000
chr1	138620000	138630000
chr1	138850000	138860000
chr1	138960000	138970000
chr1	139420000	139430000
chr1	139450000	139460000
chr1	139460000	139470000
chr1	140240000	140250000
chr1	140660000	140670000
chr1	142580000	142590000
chr1	142590000	142600000
chr1	143640000	143650000
chr1	143700000	143710000
chr1	143730000	143740000
chr1	143740000	143750000
chr1	143770000	143780000
chr1	144000000	144010000
chr1	146490000	146500000
chr1	146720000	146730000
chr1	146800000	146810000
chr1	149550000	149560000
chr1	149960000	149970000
chr1	150090000	150100000
chr1	150100000	150110000
chr1	150390000	150400000
chr1	150680000	150690000
chr1	150990000	151000000
chr1	151170000	151180000
chr1	151340000	151350000
chr1	151420000	151430000
chr1	151490000	151500000
chr1	151500000	151510000
chr1	151570000	151580000
chr1	151650000	151660000
chr1	151750000	151760000
chr1	151940000	151950000
chr1	151980000	151990000
chr1	152080000	152090000
chr1	152090000	152100000
chr1	152380000	152390000
chr1	152390000	152400000
chr1	152400000	152410000
chr1	152570000	152580000
chr1	152620000	152630000
chr1	152760000	152770000
chr1	152900000	152910000
chr1	152950000	152960000
chr1	152970000	152980000
chr1	153000000	153010000
chr1	153040000	153050000
chr1	153180000	153190000
chr1	153330000	153340000
chr1	153340000	153350000
chr1	153420000	153430000
chr1	153480000	153490000
chr1	153540000	153550000
chr1	153650000	153660000
chr1	153660000	153670000
chr1	153730000	153740000
chr1	153740000	153750000
chr1	153750000	153760000
chr1	153890000	153900000
chr1	153900000	153910000
chr1	154150000	154160000
chr1	154200000	154210000
chr1	154250000	154260000
chr1	154720000	154730000
chr1	154860000	154870000
chr1	154880000	154890000
chr1	154990000	155000000
chr1	155000000	155010000
chr1	155080000	155090000
chr1	155090000	155100000
chr1	155120000	155130000
chr1	155140000	155150000
chr1	155150000	155160000
chr1	155240000	155250000
chr1	155410000	155420000
chr1	155510000	155520000
chr1	155550000	155560000
chr1	155740000	155750000
chr1	155810000	155820000
chr1	155970000	155980000
chr1	156030000	156040000
chr1	156040000	156050000
chr1	156300000	156310000
chr1	156420000	156430000
chr1	156470000	156480000
chr1	156550000	156560000
chr1	156670000	156680000
chr1	156710000	156720000
chr1	156750000	156760000
chr1	156930000	156940000
chr1	156940000	156950000
chr1	157080000	157090000
chr1	157410000	157420000
chr1	157530000	157540000
chr1	157550000	157560000
chr1	158350000	158360000
chr1	158360000	158370000
chr1	158510000	158520000
chr1	159230000	159240000
chr1	159520000	159530000
chr1	159670000	159680000
chr1	159680000	159690000
chr1	159710000	159720000
chr1	160040000	160050000
chr1	160190000	160200000
chr1	160210000	160220000
chr1	160280000	160290000
chr1	160340000	160350000
chr1	160350000	160360000
chr1	160570000	160580000
chr1	160580000	160590000
chr1	160790000	160800000
chr1	160900000	160910000
chr1	161030000	161040000
chr1	161060000	161070000
chr1	161070000	161080000
chr1	161130000	161140000
chr1	161140000	161150000
chr1	161170000	161180000
chr1	161190000	161200000
chr1	161250000	161260000
chr1	161720000	161730000
chr1	161870000	161880000
chr1	161960000	161970000
chr1	161970000	161980000
chr1	162470000	162480000
chr1	162540000	162550000
chr1	162560000	162570000
chr1	162570000	162580000
chr1	162730000	162740000
chr1	162740000	162750000
chr1	162850000	162860000
chr1	163150000	163160000
chr1	163310000	163320000
chr1	163400000	163410000
chr1	163770000	163780000
chr1	163780000	163790000
chr1	163920000	163930000
chr1	163930000	163940000
chr1	163990000	164000000
chr1	164180000	164190000
chr1	164210000	164220000
chr1	164220000	164230000
chr1	164240000	164250000
chr1	164250000	164260000
chr1	164270000	164280000
chr1	164280000	164290000
chr1	164300000	164310000
chr1	164450000	164460000
chr1	164860000	164870000
chr1	164890000	164900000
chr1	164980000	164990000
chr1	165010000	165020000
chr1	165090000	165100000
chr1	165140000	165150000
chr1	165190000	165200000
chr1	165230000	165240000
chr1	165280000	165290000
chr1	165450000	165460000
chr1	165460000	165470000
chr1	165630000	165640000
chr1	165640000	165650000
chr1	165700000	165710000
chr1	165760000	165770000
chr1	165780000	165790000
chr1	165840000	165850000
chr1	166000000	166010000
chr1	166040000	166050000
chr1	166250000	166260000
chr1	166300000	166310000
chr1	166370000	166380000
chr1	166380000	166390000
chr1	166400000	166410000
chr1	166410000	166420000
chr1	166750000	166760000
chr1	166800000	166810000
chr1	166930000	166940000
chr1	166940000	166950000
chr1	167000000	167010000
chr1	167060000	167070000
chr1	167230000	167240000
chr1	167240000	167250000
chr1	167260000	167270000
chr1	167270000	167280000
chr1	167280000	167290000
chr1	167300000	167310000
chr1	167330000	167340000
chr1	167340000	167350000
chr1	167350000	167360000
chr1	167390000	167400000
chr1	167590000	167600000
chr1	167660000	167670000
chr1	167680000	167690000
chr1	167800000	167810000
chr1	167920000	167930000
chr1	167930000	167940000
chr1	167940000	167950000
chr1	168220000	168230000
chr1	168380000	168390000
chr1	168420000	168430000
chr1	168430000	168440000
chr1	168670000	168680000
chr1	169460000	169470000
chr1	169530000	169540000
chr1	169740000	169750000
chr1	169930000	169940000
chr1	169950000	169960000
chr1	169960000	169970000
chr1	169970000	169980000
chr1	170110000	170120000
chr1	170170000	170180000
chr1	170210000	170220000
chr1	170250000	170260000
chr1	170500000	170510000
chr1	170540000	170550000
chr1	170580000	170590000
chr1	170590000	170600000
chr1	170640000	170650000
chr1	170860000	170870000
chr1	170880000	170890000
chr1	170900000	170910000
chr1	171030000	171040000
chr1	171040000	171050000
chr1	171060000	171070000
chr1	171070000	171080000
chr1	171080000	171090000
chr1	171100000	171110000
chr1	171110000	171120000
chr1	171140000	171150000
chr1	171150000	171160000
chr1	171190000	171200000
chr1	171220000	171230000
chr1	171240000	171250000
chr1	171260000	171270000
chr1	171270000	171280000
chr1	171280000	171290000
chr1	171290000	171300000
chr1	171310000	171320000
chr1	171320000	171330000
chr1	171330000	171340000
chr1	171340000	171350000
chr1	171360000	171370000
chr1	171370000	171380000
chr1	171380000	171390000
chr1	171410000	171420000
chr1	171430000	171440000
chr1	171470000	171480000
chr1	171500000	171510000
chr1	172020000	172030000
chr1	172050000	172060000
chr1	172080000	172090000
chr1	172120000	172130000
chr1	172140000	172150000
chr1	172200000	172210000
chr1	172290000	172300000
chr1	172310000	172320000
chr1	172320000	172330000
chr1	172340000	172350000
chr1	172370000	172380000
chr1	172480000	172490000
chr1	172490000	172500000
chr1	172500000	172510000
chr1	172520000	172530000
chr1	172530000	172540000
chr1	172550000	172560000
chr1	172560000	172570000
chr1	172580000	172590000
chr1	172610000	172620000
chr1	172630000	172640000
chr1	173350000	173360000
chr1	173360000	173370000
chr1	173380000	173390000
chr1	173390000	173400000
chr1	173870000	173880000
chr1	173880000	173890000
chr1	173940000	173950000
chr1	174500000	174510000
chr1	175490000	175500000
chr1	175570000	175580000
chr1	175580000	175590000
chr1	175620000	175630000
chr1	175690000	175700000
chr1	175880000	175890000
chr1	176120000	176130000
chr1	176190000	176200000
chr1	176210000	176220000
chr1	176270000	176280000
chr1	176680000	176690000
chr1	176750000	176760000
chr1	176810000	176820000
chr1	176830000	176840000
chr1	176920000	176930000
chr1	176930000	176940000
chr1	176990000	177000000
chr1	177050000	177060000
chr1	177250000	177260000
chr1	177300000	177310000
chr1	177320000	177330000
chr1	177330000	177340000
chr1	177440000	177450000
chr1	177450000	177460000
chr1	177570000	177580000
chr1	177680000	177690000
chr1	177700000	177710000
chr1	177790000	177800000
chr1	177980000	177990000
chr1	178180000	178190000
chr1	178270000	178280000
chr1	178290000	178300000
chr1	178300000	178310000
chr1	178310000	178320000
chr1	178320000	178330000
chr1	178330000	178340000
chr1	178360000	178370000
chr1	178400000	178410000
chr1	178520000	178530000
chr1	178530000	178540000
chr1	178790000	178800000
chr1	178800000	178810000
chr1	179130000	179140000
chr1	179510000	179520000
chr1	179540000	179550000
chr1	179590000	179600000
chr1	179600000	179610000
chr1	179610000	179620000
chr1	179640000	179650000
chr1	179660000	179670000
chr1	179800000	179810000
chr1	179840000	179850000
chr1	179950000	179960000
chr1	179960000	179970000
chr1	179990000	180000000
chr1	180190000	180200000
chr1	180220000	180230000
chr1	180240000	180250000
chr1	180250000	180260000
chr1	180310000	180320000
chr1	180330000	180340000
chr1	180360000	180370000
chr1	180380000	180390000
chr1	180480000	180490000
chr1	180560000	180570000
chr1	180570000	180580000
chr1	180640000	180650000
chr1	180720000	180730000
chr1	180760000	180770000
chr1	180770000	180780000
chr1	180790000	180800000
chr1	180810000	180820000
chr1	180850000	180860000
chr1	180900000	180910000
chr1	180940000	180950000
chr1	181010000	181020000
chr1	181140000	181150000
chr1	181150000	181160000
chr1	181210000	181220000
chr1	181250000	181260000
